stage_number,stage_title,learning_card_code,learning_card_id,learning_card_title,question_number,question_id,question_type,choice_position_source_order,choice_id,is_correct,text,feedback,represented_misconception,represented_glossary_term,distractor_source,distractor_rationale
3,Workday,3.4,hidden-states,Hidden States,3,v02712-hidden-states-q3,boundary,2,v02712-hidden-states-q3-2-weight-update,false,They permanently update the base model after each answer.,"That would be training, not ordinary inference. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",They permanently update the base model after each answer.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,3,v02712-hidden-states-q3,boundary,3,v02712-hidden-states-q3-3-memory,false,They are the saved user profile for future chats.,"A product may store memory separately, but hidden states are temporary. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",They are the saved user profile for future chats.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,3,v02712-hidden-states-q3,boundary,4,v02712-hidden-states-q3-4-training-data,false,They are the original examples used in pretraining.,Training data is not the current hidden state. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,They are the original examples used in pretraining.,training data,explicit-confusable,"Plausible because training data is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,4,v02712-hidden-states-q4,model-trace,1,v02712-hidden-states-q4-correct,true,"After embeddings enter layers, hidden states carry context-shaped information toward next-token scores.",Insight strengthened. Hidden states bridge the Workday layer processing and the Decision Room scores.,,,,
3,Workday,3.4,hidden-states,Hidden States,4,v02712-hidden-states-q4,model-trace,2,v02712-hidden-states-q4-2-token-id,false,"Before token IDs exist, hidden states choose vocabulary numbers.","Token IDs come before embedding lookup and hidden states. Search, retrieval, and evidence use are separate system steps, and they still need checking.","Before token IDs exist, hidden states choose vocabulary numbers.",token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,4,v02712-hidden-states-q4,model-trace,3,v02712-hidden-states-q4-3-citation,false,"After the final answer, hidden states become citations.","Citations are generated text or retrieved/source metadata, not hidden states. Search, retrieval, and evidence use are separate system steps, and they still need checking.","After the final answer, hidden states become citations.",citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,4,v02712-hidden-states-q4,model-trace,4,v02712-hidden-states-q4-4-context-window,false,"Outside the context window, hidden states preserve everything forever.",They do not bypass context limits or become permanent memory. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,"Outside the context window, hidden states preserve everything forever.",context window,explicit-confusable,"Plausible because context window is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.1,logits,Logits,1,v02712-logits-q1,mechanism,1,v02712-logits-q1-correct,true,Logits: temporary raw next-token scores.,Insight strengthened. Logits are raw scores before probability conversion.,,,,
4,Decision Room,4.1,logits,Logits,1,v02712-logits-q1,mechanism,2,v02712-logits-q1-2-softmax,false,Probabilities that already add up to one.,"That describes the output after softmax, not logits. That swaps this mechanism with a nearby model step; keep the stage boundary clear.",Probabilities that already add up to one.,softmax,explicit-confusable,"Plausible because softmax is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.1,logits,Logits,1,v02712-logits-q1,mechanism,3,v02712-logits-q1-3-truth,false,Truth scores proving which token is factual.,"Logits score token likelihood under context, not truth. Probability, permission, fluency, or confidence is not the same as truth.",Truth scores proving which token is factual.,truth,explicit-confusable,"Plausible because truth is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.1,logits,Logits,1,v02712-logits-q1,mechanism,4,v02712-logits-q1-4-embedding,false,Embeddings looked up from token IDs.,Embeddings happen earlier; logits are near the next-token decision. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,Embeddings looked up from token IDs.,embedding,explicit-confusable,"Plausible because embedding is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.1,logits,Logits,2,v02712-logits-q2,boundary,1,v02712-logits-q2-correct,true,A high logit is not a truth guarantee.,Good boundary. The model can strongly prefer a token that is unsupported or wrong.,,,,
4,Decision Room,4.1,logits,Logits,2,v02712-logits-q2,boundary,2,v02712-logits-q2-2-truth,false,The token must be true because the raw score is high.,"Likelihood under context is not fact verification. Probability, permission, fluency, or confidence is not the same as truth.",The token must be true because the raw score is high.,truth,explicit-confusable,"Plausible because truth is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.1,logits,Logits,2,v02712-logits-q2,boundary,3,v02712-logits-q2-3-rag,false,The model must have retrieved evidence for the token.,"Logits do not prove retrieval happened. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The model must have retrieved evidence for the token.,RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.1,logits,Logits,2,v02712-logits-q2,boundary,4,v02712-logits-q2-4-weight-update,false,The weight table updated to store the false claim.,A temporary score is not durable learning. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The weight table updated to store the false claim.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.1,logits,Logits,3,v02712-logits-q3,model-trace,1,v02712-logits-q3-correct,true,"Softmax converts logits to probabilities, and sampling can choose one token.",Insight strengthened. Logits feed the probability-and-choice part of the loop.,,,,
4,Decision Room,4.1,logits,Logits,3,v02712-logits-q3,model-trace,2,v02712-logits-q3-2-tokenization,false,Tokenization converts logits into word pieces.,"Tokenization happens at the input/output text boundary, not after logits. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Tokenization converts logits into word pieces.,tokenization,explicit-confusable,"Plausible because tokenization is nearby, but this choice preserves a misconception the card is designed to correct."
4,Decision Room,4.1,logits,Logits,3,v02712-logits-q3,model-trace,3,v02712-logits-q3-3-fine-tuning,false,Fine-tuning converts logits into new weights every turn.,"Fine-tuning is training, not a normal generation step. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",Fine-tuning converts logits into new weights every turn.,fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
